media_type,post_url,likes,caption
image,https://www.instagram.com/p/C-nbipVPDdZ/,13608,"rhode ingredients: ceramides 🥛  if your barrier’s feeling damaged, dry, or irritated this summer, ceramides are your new go-to. they’re our tried-and-true ingredient to help reinforce the barrier for hydrated, soothed skin.  find them in glazing milk, our nutrient-rich essence ✨"
image,https://www.instagram.com/p/C-lAS5EPNox/?img_index=1,63406,"pocket blush in toasted teddy is back in stock 🧸  a bronze terracotta blush that wakes up cheeks with a satiny, hydrating flush of color.  only at rhodeskin.com 🫶"
image,https://www.instagram.com/p/C-iRzstJDOU/?img_index=1,25449,"rhode postcard: greetings from italy with @sarrjamois 🍹  destination: sicily, taormina temp: 34°C/93°F fave view: from the hotel balcony the aroma: fresh blooming flowers on skin: pocket blush in spicy marg rhode essentials: peptide lip tint in peach pit"
image,https://www.instagram.com/p/C-fzahYPeIB/?img_index=1,15380,rhode combos🍹 @maryphillips’ peachy-pink summer glam using pocket blush in freckle and juicebox + lip tint in guava spritz.
image,https://www.instagram.com/p/C-dIO-5P1ow/?img_index=1,26499,"summer skin check-in ☀️  the last stretch of summer is a good time to see how your skin’s feeling. find your everyday essentials to hydrate, soothe, and calm your barrier through the rest of the season and beyond 🫶"
image,https://www.instagram.com/p/C-ajZbNOBaa/?img_index=1,141439,"peptide pout 🎀  our peptide lip treatments and tints fit effortlessly into any routine and are packed with efficacious ingredients like peptides and cupuaçu to visibly hydrate and plump while giving a high-shine finish or touch of color.  🤍 peptide lip treatments: unscented, rhode vanilla, salted caramel, watermelon slice (back in stock!)  ☕️ core lip tints: espresso, toast, raspberry jelly, ribbon  👙 summer lip tints: salty tan, peach pit, guava spritz, shortcake  only at rhodeskin.com 🫶"
image,https://www.instagram.com/p/C-VcidaP5fi/?img_index=1,92654,rhode summer so far 🧃🎀🍑🫶
image,https://www.instagram.com/p/C-Sxy-kPB23/?img_index=1,23038,rhode combos ✨ @aishapotter pairs pocket blush in shade freckle with our summer peptide lip tint in shortcake.
image,https://www.instagram.com/p/C-QQNBUvRz4/?img_index=1,147924,rhode ringtone 🍰🍹🍑👙
image,https://www.instagram.com/p/C-NrYscpD5r/?img_index=1,94091,get to know the lip case 🍰🍹🍑👙  we designed the lip case so you could keep all your essentials in one place. here are some of our favorite features.
image,https://www.instagram.com/p/C-LJdeMPnf2/?img_index=1,54288,hot pink summer 🎀🩷
image,https://www.instagram.com/p/C-Ihy2kPaaO/?img_index=1,134580,"surprise sprinkle 🧁  our nyc pop-up exclusive blush got so much love, so we’re bringing it to you. pocket blush in shade sprinkle is here. it’s a pearlescent, warm pink glow.  limited supply, we only have a little bit left on rhodeskin.com 🎀"
image,https://www.instagram.com/p/C-F9HVfv_GV/,111723,a little treat 👀🧁✨ see you tomorrow at 9am PT.
image,https://www.instagram.com/p/C-DYvUUuBg6/?img_index=1,35788,rhode postcard: greetings from saint-tropez with @maria.calvet 🍧  destination: french riviera temp: 31°C/87°F the aroma: salty coastal breeze best bites: strawberry sorbet on skin: pocket blush in freckle rhode essentials:📱🌶️
image,https://www.instagram.com/p/C-A21awOYU8/,104709,"curated, intentional, essential 🎀  our edited collection of high-performance essentials is designed to be used every day. dreamy textures meet efficacious formulas and natural touches of color for a nourished barrier, glaze, and glow.  find your go-to’s at rhodeskin.com 🤍"
image,https://www.instagram.com/p/C9-M_-lv7Jq/?img_index=1,28578,rhode combos 🌶️🍹@gaciavtn monochromatic coral look ft. pocket blush in spicy marg and peptide lip tint in guava spritz.
video,https://www.instagram.com/p/C95E9FhJmUn/,16555,peach in your pocket 🍑 @barbara_ines on-the-go with the matching lip case + peptide lip tint in peach pit and pocket blush in freckle.
video,https://www.instagram.com/p/C92gIhHOuqw/,49546,"tasty, melty, glowy 🍦"
video,https://www.instagram.com/p/C9z-tLBP4aF/?img_index=1,15276,"after sun care ☀️  long days in the sun can leave your skin feeling fragile, irritated, and dehydrated. our skincare essentials are packed with gentle yet efficacious ingredients for a nourished barrier and juicy glow. formulated with ceramides, niacinamide, and shea butter to give your skin what it needs to feel replenished and refreshed.  get your summer essentials in the rhode kit. only at rhodeskin.com 🫶"
image,https://www.instagram.com/p/C9xWmijPQU2/?img_index=1,71570,a splash of coral 🍹  🌶️ pocket blush in spicy marg 🍹 peptide lip tint in guava spritz 📱 summer lip case in guava spritz
image,https://www.instagram.com/p/C9sNBp1P0Nn/?img_index=1,32913,"blush 3 ways 🎀  we designed pocket blush to be easy to apply with whatever tool you like. @manthony783 shows us how to tap it on with your fingers, sweep it on with a brush, or bounce it on with a blender, using shades freckle, juice box + sleepy girl."
image,https://www.instagram.com/p/C9poRRkJI8I/?img_index=1,83601,"the peptide lip tints ✨ our sheer-but-buildable formula that melts onto lips for nourishing hydration and a hint of tint. available in our core and limited edition shades 🎀  core shades ☕️ espresso: rich brown 🍞 toast: rose taupe 🩰 ribbon: sheer pink 🍷 raspberry jelly: crushed berry  limited edition summer shades 👙 salty tan: soft mauve 🍰 shortcake: baby pink 🍹 guava spritz: bright coral 🍑 peach pit: neutral peach  collect them all, only at rhodeskin.com"
image,https://www.instagram.com/p/C9nDeavpavn/?img_index=1,41335,our favorite flush 🎀  we spent years developing our on-the-go cream blush to make sure it checked all the boxes. here are some of the reasons why we love pocket blush.  pick yours up at rhodeskin.com 🧃🐷
video,https://www.instagram.com/p/C9ke4RXp9NZ/?img_index=1,55317,rhode à la plage 🌴 🩵  p.s. don’t forget to wear spf ☀️
video,https://www.instagram.com/p/C9iAUeZPYz-/,41710,"toasted teddy tricks 🧸  toasted teddy is designed to multitask in your routine so you can use it in more ways than one. here are 3 of our favorite techniques, worn best by you 🫶  get ready with teddy at rhodeskin.com"
image,https://www.instagram.com/p/C9fZr1HvSci/?img_index=1,40993,rhode postcard: greetings from sweden with @matildadjerf 💌  destination: swedish west coast temp: 23℃/75℉ best bites: strawberry shortcake  fave view: sunset from the boat the aroma: fresh strawberries + cream on skin: pocket blush in sleepy girl  rhode essentials:📱🍑
image,https://www.instagram.com/p/C9cwVzpvnVh/,83646,rhode ingredients: cupuaçu ✨  meet the moisturizing ingredient in all our rhode lips. cupuaçu is perfect for hydrating sun-soaked and dry lips all summer long.  find it in our peptide lip tints + treatments. only at rhodeskin.com 🍑🍹
image,https://www.instagram.com/p/C9aLpYfvMBX/?img_index=1,13404,"dewy skin + glowy cheeks with @cherishbrookehill 🧸🎀  step 1: skin prep for hydrated, glowy base with glazing milk, peptide glazing fluid, and brc  step 2: lightweight base makeup with foundation and concealer  step 3: apply toasted teddy to the outer parts of the cheeks and up towards the temples  step 4: add sleepy girl to the apples of the cheeks and center of the lips  step 5: blend everything out to marry the shades together"
image,https://www.instagram.com/p/C9XmwQEpcaD/?img_index=1,29937,"everyday essentials 🤍  at rhode, our philosophy is to make one of everything really good. to us, that means a collection of intentional, high-performance essentials you reach for everyday. the ones you love, rely on, and always come back to for ultimate barrier nourishment, tint, and glow 🎀"
video,https://www.instagram.com/p/C9VB2-wpgTo/,81477,shades of summer: 🍰🍹🍑👙
image,https://www.instagram.com/p/C9Sd5jWJ53X/?img_index=1,37651,"sun-kissed, sleepy, salty 👙"
video,https://www.instagram.com/p/C9P41baJHoQ/?img_index=1,33220,double duty 🎀  the duos combine paired shades of pocket blush and our limited edition peptide lip tints for an effortless monochromatic look.  🍑 peach duo: freckle + peach pit 🍇 mauve duo: sleepy girl + salty tan 🐷 pink duo: piggy + shortcake 🌶️ coral duo: spicy marg + guava spritz  only at rhodeskin.com ✨
image,https://www.instagram.com/p/C9NTod6vIjd/,96142,summer with rhode 🐚
image,https://www.instagram.com/p/C9KukCeO_1_/?img_index=1,23862,sweet dreams 💭🌺 @jastookes wears pocket blush in shade sleepy girl.
image,https://www.instagram.com/p/C9IJwjApUdm/?img_index=1,34614,fresh off the press 🎀🗞️
image,https://www.instagram.com/p/C9FlRd7JouS/?img_index=1,92121,just peachy 🍑
video,https://www.instagram.com/p/C9DAhg4us6Z/,20277,"bye bye nyc 🍎 it was such a treat to bring our pocket-sized pop-up to you. thank you so much to everyone who came out, your support and excitement mean the world to us 🫶"
video,https://www.instagram.com/p/C9AbcMKuwzD/,64676,spicy marg summer 🌶️
image,https://www.instagram.com/p/C893TjqpD_Y/?img_index=1,95771,"get flushed 🎀 all six shades of pocket blush are back, including piggy, freckle, and sleepy girl. available individually or as a set of all six.  only at rhodeskin.com 🫶"
image,https://www.instagram.com/p/C87R-Psu1iK/?img_index=1,29741,a little tangy 🌶️ @hoskelsa wears pocket blush in shade spicy marg.
image,https://www.instagram.com/p/C84tBkOu2as/?img_index=1,67750,"come on in 🎀  our nyc pop-up is open until wednesday! thank you for all the love and support so far 🫶 if you haven’t had a chance to stop by, here’s a little more info.  what: 🧃 pocket blush 🍑 summer peptide lip tints 📱 summer lip cases 💌 all core skincare 🧁sprinkle, a limited edition shade of pocket blush  when: open through july 3rd, from 11am-7pm daily  where: 127 greene st. new york, ny 10012"
image,https://www.instagram.com/p/C82ITyWugfr/,70476,"toasty 🔥  a bronze terracotta blush perfect for everyday. pocket blush in shade toasted teddy wakes up cheeks with a satiny, hydrating flush of color.  available now at rhodeskin.com 🫶"
video,https://www.instagram.com/p/C8zj09WpeEa/,21381,"first impressions of pocket blush 🎀  why we all love it: 🧸 feels super creamy 🐷 blendable formula melts onto skin 🧃 leaves a satiny, glowy finish 🍇 looks like a natural flush"
image,https://www.instagram.com/p/C8xP5A4u-tk/?img_index=1,134360,"little blush, big city 🚕🗽🍎"
video,https://www.instagram.com/p/C8urhn3v6BD/,65434,a little sunset look with @meredithduxbury + pocket blush 🎀  🐷 piggy on the apples of the cheeks 🌶️ spicy marg higher up on the cheekbones 🧃 juice box on the temples
image,https://www.instagram.com/p/C8sAugJt6Ir/?img_index=1,38840,"the world of rhode now ft. pocket blush 🎀✨  our collection of edited essentials you reach for on a daily basis. the ones you love, rely on, and always come back to.  only at rhodeskin.com 🫶"
video,https://www.instagram.com/p/C8pOwF6ujPF/,40925,"nyc, we’re blushing! thank you to everyone who stopped by for the first day of our pocket-sized pop-up 🍎🫶"
image,https://www.instagram.com/p/C8mprZ5uJxa/?img_index=1,162659,"rhode night out in nyc 🎀 toasting to the opening of our pocket-sized pop-up today and the launch of pocket blush. can’t wait for you to see the space 🫶  what: 🧃 pocket blush 🍑 summer peptide lip tints 📱 summer lip cases 💌 all core skincare 🧁sprinkle, a limited edition shade of pocket blush  when: june 24th through july 3rd, from 11am-7pm daily  where: 127 greene st. new york, ny 10012"
